inputName,outputName
Eriogonum heracleoides var. heracleoides,Eriogonum heracleoides var. heracleoides
Eriogonum hookeri,Eriogonum hookeri
Eriogonum inflatum,Eriogonum inflatum
Eriogonum inflatum var. fusiforme,Eriogonum fusiforme
Eriogonum jamesii,Eriogonum arcuatum
Eriogonum jamesii var. jamesii,Eriogonum jamesii var. jamesii
Eriogonum lachnogynum,Eriogonum lachnogynum var. lachnogynum
Eriogonum lachnogynum var. lachnogynum,Eriogonum lachnogynum var. lachnogynum
Eriogonum leptocladon,Eriogonum leptocladon
Eriogonum leptocladon var. leptocladon,Eriogonum leptocladon var. leptocladon
Eriogonum leptocladon var. ramosissimum,Eriogonum leptocladon var. ramosissimum
Eriogonum leptophyllum,Eriogonum leptophyllum
Eriogonum lonchophyllum,Eriogonum lonchophyllum
Eriogonum microthecum,Eriogonum microthecum
Eriogonum microthecum var. laxiflorum,Eriogonum microthecum var. laxiflorum
Eriogonum microthecum var. simpsonii,Eriogonum microthecum var. simpsonii
Eriogonum ovalifolium,Eriogonum ovalifolium
Eriogonum ovalifolium var. ovalifolium,Eriogonum ovalifolium var. ovalifolium
Eriogonum ovalifolium var. purpureum,Eriogonum ovalifolium var. purpureum
Eriogonum palmerianum,Eriogonum palmerianum
Eriogonum pauciflorum,Eriogonum pauciflorum
Eriogonum pauciflorum var. gnaphalodes,Eriogonum pauciflorum
Eriogonum pelinophilum,Eriogonum pelinophilum
Eriogonum racemosum,Eriogonum racemosum
Eriogonum saurinum,Eriogonum saurinum
Eriogonum scabrellum,Eriogonum scabrellum
Eriogonum shockleyi,Eriogonum shockleyi
Eriogonum shockleyi var. longilobum,Eriogonum shockleyi
Eriogonum subalpinum,Eriogonum umbellatum var. majus
Eriogonum tenellum,Eriogonum tenellum var. tenellum
Eriogonum tenellum var. tenellum,Eriogonum tenellum var. tenellum
Eriogonum tumulosum,Eriogonum tumulosum
Eriogonum umbellatum,Eriogonum umbellatum
Eriogonum umbellatum ssp. subaridum,Eriogonum umbellatum var. subaridum
Eriogonum umbellatum var. aureum,Eriogonum umbellatum var. aureum
Eriogonum umbellatum var. majus,Eriogonum umbellatum var. majus
Eriogonum umbellatum var. porteri,Eriogonum umbellatum var. porteri
Eriogonum umbellatum var. ramulosum,Eriogonum umbellatum var. ramulosum
Eriogonum umbellatum var. subaridum,Eriogonum umbellatum var. subaridum
Eriogonum umbellatum var. umbellatum,Eriogonum umbellatum var. umbellatum
Eriogonum wetherillii,Eriogonum wetherillii
Erioneuron pilosum,Erioneuron pilosum
Eriophorum angustifolium,Eriophorum angustifolium
Eriophorum chamissonis,Eriophorum chamissonis
Eriophorum gracile,Eriophorum gracile
Eriophorum scheuchzeri,Eriophorum scheuchzeri
Eritrichium nanum var. elongatum,Eritrichium argenteum
Eritrichum aretioides,Eritrichium argenteum
Erocallis triphylla,Lewisia triphylla
Erodium cicutarium,Erodium cicutarium
Eryngium planum,Eryngium planum
Erysimum asperum,Erysimum asperum
Erysimum capitatum,Erysimum capitatum
Erysimum cheiranthoides,Erysimum cheiranthoides
Erysimum cheiranthoides ssp. altum,Erysimum cheiranthoides
Erysimum inconspicuum,Erysimum inconspicuum
Erysimum repandum,Erysimum repandum
Erythrocoma triflora,Geum triflorum
Erythrocoma triflorum,Geum triflorum
Erythronium grandiflorum,Erythronium grandiflorum ssp. grandiflorum
Erythronium grandiflorum ssp. grandiflorum,Erythronium grandiflorum ssp. grandiflorum
Eschscholzia californica,Eschscholzia californica ssp. californica
Eschscholzia californica ssp. californica,Eschscholzia californica ssp. californica
Eucephalus elegans,Eucephalus elegans
Eucephalus engelmannii,Eucephalus engelmannii
Eucephalus glaucus,Herrickia glauca var. glauca
Euclidium syriacum,Euclidium syriacum
Eupatorium maculatum ssp. bruneri,Eutrochium maculatum
Euphorbia brachycera,Euphorbia brachycera
Euphorbia cyparissias,Euphorbia cyparissias
Euphorbia dentata,Euphorbia davidii
Euphorbia esula,Euphorbia virgata
Euphorbia exstipulata,Euphorbia exstipulata
Euphorbia hexagona,Euphorbia hexagona
Euphorbia incisa,Euphorbia schizoloba
Euphorbia marginata,Euphorbia marginata
Euphorbia myrsinites,Euphorbia myrsinites
Euphorbia peplus,Euphorbia peplus
Euphorbia spathulata,Euphorbia spathulata
Euploca convolvulacea,Euploca convolvulacea
Euploca convolvulacea ssp. convolvulacea,Euploca convolvulacea
Eustoma grandiflorum,Eustoma russellianum
Eustoma russellianum,Eustoma russellianum
Euthamia graminifolia,Euthamia graminifolia
Euthamia gymnospermoides,Euthamia gymnospermoides
Euthamia occidentalis,Euthamia occidentalis
Eutrema edwardsii,Eutrema penlandii
Eutrema edwardsii ssp. penlandii,Eutrema penlandii
Eutrema penlandii,Eutrema penlandii
Eutrema salsugineum,Eutrema salsugineum
Eutrochium maculatum,Eutrochium maculatum
Evax prolifera,Diaperia prolifera
Evolvulus nuttallianus,Evolvulus nuttallianus
Fagopyrum esculentum,Fagopyrum esculentum
Fallopia aubertii,Fallopia baldschuanica
Fallopia baldschuanica,Fallopia baldschuanica
Fallopia convolvulus,Fallopia convolvulus
Fallopia japonica,Fallopia japonica var. japonica
Fallopia japonica var. japonica,Fallopia japonica var. japonica
Fallopia scandens,Fallopia scandens
Fallugia paradoxa,Fallugia paradoxa
Fendlera falcata,Fendlera rupicola
Fendlera rupicola,Fendlera rupicola
Fendlerella utahensis,Fendlerella utahensis
Festuca arizonica,Festuca arizonica
Festuca arundinacea,Lolium arundinaceum
Festuca baffinensis,Festuca baffinensis
Festuca brachyphylla,Festuca brachyphylla ssp. coloradensis
Festuca brachyphylla ssp. coloradensis,Festuca brachyphylla ssp. coloradensis
Festuca calligera,Festuca calligera
Festuca campestris,Festuca campestris
Festuca dasyclada,Festuca dasyclada
Festuca earlei,Festuca earlei
Festuca hallii,Festuca hallii
Festuca idahoensis,Festuca idahoensis
Festuca minutiflora,Festuca minutiflora
Festuca pratensis,Lolium pratense
Festuca rubra,Festuca rubra ssp. rubra
Festuca rubra ssp. rubra,Festuca rubra ssp. rubra
Festuca saximontana,Festuca saximontana var. saximontana
Festuca saximontana var. saximontana,Festuca saximontana var. saximontana
Festuca sororia,Festuca sororia
Festuca subulata,Festuca subulata
Festuca thurberi,Festuca thurberi
Festuca trachyphylla,Festuca trachyphylla
Filipendula ulmaria ssp. denudata,Filipendula ulmaria var. denudata
Filipendula ulmaria var. denudata,Filipendula ulmaria var. denudata
Fimbristylis puberula,Fimbristylis puberula var. interior
Fimbristylis puberula var. interior,Fimbristylis puberula var. interior
Flaveria campestris,Flaveria campestris
Floerkea proserpinacoides,Floerkea proserpinacoides
Forestiera pubescens,Forestiera pubescens
Forsellesia meionandra,Glossopetalon spinescens var. meionandrum
Forsellesia planitierum,Glossopetalon spinescens var. planitierum
Fragaria vesca,Fragaria vesca
Fragaria vesca ssp. bracteata,Fragaria vesca
Fragaria virginiana,Fragaria virginiana
Fragaria virginiana ssp. glauca,Fragaria virginiana
Frangula alnus,Frangula alnus
Frankenia jamesii,Frankenia jamesii
Frasera albomarginata,Frasera albomarginata
Frasera coloradensis,Frasera coloradensis
Frasera paniculata,Frasera paniculata
Frasera speciosa,Frasera speciosa
Fraxinus americana,Fraxinus americana
Fraxinus anomala,Fraxinus anomala
Fraxinus pennsylvanica,Fraxinus pennsylvanica
Fraxinus pennsylvanica var. lanceolata,Fraxinus pennsylvanica
Fritillaria atropurpurea,Fritillaria atropurpurea
Fritillaria pudica,Fritillaria pudica
Froelichia floridana,Froelichia floridana
Froelichia floridana var. campestris,Froelichia floridana
Froelichia gracilis,Froelichia gracilis
Fumaria vaillantii,Fumaria vaillantii
Funastrum crispum,Funastrum crispum
Gaillardia aristata,Gaillardia aristata
Gaillardia pinnatifida,Gaillardia pinnatifida
Gaillardia pulchella,Gaillardia pulchella
Gaillardia spathulata,Gaillardia spathulata
Galega officinalis,Galega officinalis
Galeopsis bifida,Galeopsis bifida
Galeopsis ladanum,Galeopsis ladanum
Galinsoga parviflora,Galinsoga parviflora var. parviflora
Galinsoga parviflora var. parviflora,Galinsoga parviflora var. parviflora
Galinsoga quadriradiata,Galinsoga quadriradiata
Galium aparine,Galium aparine
Galium bifolium,Galium bifolium
Galium boreale,Galium boreale
Galium coloradoënse,Galium coloradoense
Galium mexicanum ssp. asperrimum,Galium mexicanum ssp. asperrimum
Galium multiflorum,Galium multiflorum
Galium multiflorum var. coloradoense,Galium coloradoense
Galium multiflorum var. multiflorum,Galium multiflorum
Galium odoratum,Galium odoratum
Galium septentrionale,Galium boreale
Galium trifidum ssp. subbiflorum,Galium trifidum ssp. subbiflorum
Galium triflorum,Galium triflorum
Galium verum,Galium verum
Gastrolychnis apetala ssp. uralensis,Silene uralensis ssp. uralensis
Gastrolychnis drummondii,Silene drummondii
Gastrolychnis hitchguirei,Silene hitchguirei
Gastrolychnis kingii,Silene kingii
Gastrolychnis uralensis,Silene uralensis ssp. uralensis
Gaultheria humifusa,Gaultheria humifusa
Gaura coccinea,Oenothera suffrutescens
Gaura mollis,Oenothera curtiflora
Gaura neomexicana,Oenothera dodgeniana
Gaura neomexicana ssp. coloradensis,Oenothera coloradensis
Gaura villosa,Oenothera cinerea
Gayophytum decipiens,Gayophytum decipiens
Gayophytum diffusum ssp. parviflorum,Gayophytum diffusum ssp. parviflorum
Gayophytum racemosum,Gayophytum racemosum
Gayophytum ramosissimum,Gayophytum ramosissimum
Gentiana affinis,Gentiana affinis
Gentiana algida,Gentiana algida
Gentiana andrewsii,Gentiana andrewsii
Gentiana bigelovii,Gentiana bigelovii
Gentiana fremontii,Gentiana fremontii
Gentiana parryi,Gentiana parryi
Gentiana prostrata,Gentiana prostrata
Gentianella acuta,Gentianella acuta
Gentianella heterosepala,Gentianella heterosepala
Gentianella tenella ssp. tenella,Comastoma tenellum
Gentianella tortuosa,Gentianella tortuosa
Gentianodes algida,Gentiana algida
Gentianopsis barbellata,Gentianopsis barbellata
Gentianopsis detonsa var. elegans,Gentianopsis thermalis
Gentianopsis macounii,Gentianopsis virgata
Gentianopsis procera,Gentianopsis virgata
Gentianopsis thermalis,Gentianopsis thermalis
Geranium bicknellii,Geranium bicknellii
Geranium bicknellii var. longipes,Geranium bicknellii
Geranium caespitosum,Geranium caespitosum
Geranium carolinianum,Geranium carolinianum
Geranium pusillum,Geranium pusillum
Geranium richardsonii,Geranium richardsonii
Geranium viscosissimum ssp. nervosum,Geranium viscosissimum var. incisum
Geranium viscosissimum var. incisum,Geranium viscosissimum var. incisum
Geum aleppicum,Geum aleppicum
Geum aleppicum ssp. strictum,Geum aleppicum
Geum macrophyllum var. perincisum,Geum macrophyllum var. perincisum
Geum rivale,Geum rivale
Geum rossii var. turbinatum,Geum rossii var. turbinatum
Geum triflorum,Geum triflorum
Gilia clokeyi,Gilia clokeyi
Gilia haydenii,Aliciella haydenii
Gilia leptomeria,Aliciella leptomeria
Gilia micromeria,Aliciella micromeria
Gilia ophthalmoides,Gilia ophthalmoides
Gilia penstemonoides,Aliciella penstemonoides
Gilia pinnatifida,Aliciella pinnatifida
Gilia sedifolia,Aliciella sedifolia
Gilia sinistra,Navarretia sinistra
Gilia sinuata,Gilia sinuata
Gilia stenothrysa,Aliciella stenothyrsa
Gilia tenerrima,Lathrocasis tenerrima
Gilia triodon,Aliciella triodon
Gilia tweedyi,Gilia tweedyi
Giliastrum acerosum,Giliastrum acerosum
Giliastrum rigidulum ssp. acerosum,Giliastrum acerosum
Glandularia bipinnatifida,Glandularia bipinnatifida
Glaucium corniculatum,Glaucium corniculatum
Glaucium flavum,Glaucium flavum
Glaux maritima,Lysimachia maritima
Glaux maritima var. angustifolia,Lysimachia maritima
Glechoma hederacea,Glechoma hederacea
Glecoma hederacea,Glechoma hederacea
Gleditsia triacanthos,Gleditsia triacanthos
Glossopetalon spinescens var. meionandra,Glossopetalon spinescens var. meionandrum
Glossopetalon spinescens var. planitierum,Glossopetalon spinescens var. planitierum
Glyceria borealis,Glyceria borealis
Glyceria elata,Glyceria elata
Glyceria grandis,Glyceria grandis
Glyceria striata,Glyceria striata
Glycyrrhiza lepidota,Glycyrrhiza lepidota
Gnaphalium exilifolium,Gnaphalium exilifolium
Gnaphalium palustre,Gnaphalium palustre
Gnaphalium uliginosum,Gnaphalium uliginosum
Goodyera oblongifolia,Goodyera oblongifolia
Goodyera repens,Goodyera repens
Grammica campestris,Cuscuta campestris
Grammica cuspidata,Cuscuta cuspidata
Grammica denticulata,Cuscuta denticulata
Grammica indecora,Cuscuta indecora
Grammica occidentalis,Cuscuta occidentalis
Grammica umbellata,Cuscuta umbellata
Gratiola neglecta,Gratiola neglecta
Grayia spinosa,Grayia spinosa
Greeneocharis circumscissa,Greeneocharis circumscissa
Grindelia aphanactis,Grindelia nuda var. aphanactis
Grindelia arizonica,Grindelia arizonica
Grindelia arizonica var. stenophylla,Grindelia arizonica
Grindelia decumbens,Grindelia hirsutula
Grindelia decumbens var. decumbens,Grindelia hirsutula var. decumbens 
Grindelia fastigiata,Grindelia fastigiata
Grindelia hirsutula,Grindelia hirsutula
Grindelia hirsutula var. acutifolia,Grindelia hirsutula var. acutifolia 
Grindelia hirsutula var. decumbens,Grindelia hirsutula var. decumbens 
Grindelia hirsutula var. revoluta,Grindelia hirsutula var. revoluta 
Grindelia inornata,Grindelia inornata
Grindelia nuda,Grindelia nuda
Grindelia nuda var. aphanactis,Grindelia nuda var. aphanactis
Grindelia nuda var. nuda,Grindelia nuda var. nuda
Grindelia revoluta,Grindelia hirsutula var. revoluta 
Grindelia squarrosa,Grindelia squarrosa
Grindelia squarrosa var. nuda,Grindelia nuda var. nuda
Grindelia squarrosa var. quasiperennis,Grindelia squarrosa var. quasiperennis
Grindelia squarrosa var. serrulata,Grindelia squarrosa var. serrulata
Grindelia squarrosa var. squarrosa,Grindelia squarrosa var. squarrosa
Grindelia subalpina,Grindelia subalpina
Grossheimia macrocephala,Centaurea macrocephala
Guilleminea densa,Guilleminea densa
Gutierrezia elegans,Gutierrezia elegans
Gutierrezia microcephala,Gutierrezia microcephala
Gutierrezia sarothrae,Gutierrezia sarothrae
Gymnocarpium dryopteris,Gymnocarpium dryopteris
Gymnosteris parvula,Gymnosteris parvula
Gypsophila elegans,Gypsophila elegans
Gypsophila paniculata,Gypsophila paniculata
Gypsophila scorzonerifolia,Gypsophila scorzonerifolia
Hackelia besseyi,Hackelia besseyi
Hackelia floribunda,Hackelia floribunda
Hackelia gracilenta,Hackelia gracilenta
Hackelia micrantha,Hackelia micrantha
Halerpestes cymbalaria ssp. saximontana,Halerpestes cymbalaria
Halimolobos virgata,Crucihimalaya virgata
Halogeton glomeratus,Halogeton glomeratus
Harbouria trachypleura,Harbouria trachypleura
Hecatonia scelerata,Ranunculus sceleratus var. multifidus
Hedeoma drummondii,Hedeoma drummondii
Hedeoma hispida,Hedeoma hispida
Hedeoma hispidum,Hedeoma hispida
Hedyotis nigricans,Stenaria nigricans
Hedysarum boreale,Hedysarum boreale
Hedysarum occidentale,Hedysarum occidentale
Helenium autumnale,Helenium autumnale
Helenium autumnale var. montanum,Helenium autumnale
Helenium microcephalum,Helenium microcephalum var. microcephalum
Helenium microcephalum var. microcephalum,Helenium microcephalum var. microcephalum
Helianthella microcephala,Helianthella microcephala
Helianthella parryi,Helianthella parryi
Helianthella quinquenervis,Helianthella quinquenervis
Helianthella uniflora,Helianthella uniflora
Helianthemum bicknellii,Crocanthemum bicknellii
Helianthus annuus,Helianthus annuus
Helianthus ciliaris,Helianthus ciliaris
Helianthus maximiliani,Helianthus maximiliani
Helianthus maximilianii,Helianthus maximiliani
Helianthus nuttallii,Helianthus nuttallii
Helianthus pauciflorus ssp. subrhomboidus,Helianthus pauciflorus ssp. subrhomboideus
Helianthus petiolaris,Helianthus petiolaris
Helianthus petiolaris ssp. fallax,Helianthus petiolaris ssp. fallax
Helianthus petiolaris ssp. petiolaris,Helianthus petiolaris ssp. petiolaris
Helianthus pumilus,Helianthus pumilus
Helianthus rigidus ssp. subrhomboideus,Helianthus pauciflorus ssp. subrhomboideus
Helianthus tuberosus,Helianthus tuberosus
Helictotrichon mortonianum,Helictotrichon mortonianum
Heliomeris multiflora,Heliomeris multiflora
Heliomeris multiflora var. multiflora,Heliomeris multiflora var. multiflora
Heliomeris multiflora var. nevadensis,Heliomeris multiflora var. nevadensis
Heliopsis helianthoides var. scabra,Heliopsis helianthoides var. scabra
Heliotropium curassavicum,Heliotropium curassavicum
Heliotropium curassavicum ssp. oculatum,Heliotropium curassavicum var. oculatum
Heliotropium curassavicum var. obovatum,Heliotropium curassavicum var. obovatum
Heliotropium curassavicum var. oculatum,Heliotropium curassavicum var. oculatum
Hemerocallis fulva,Hemerocallis fulva
Hemicarpha micrantha var. aristulata,Lipocarpha aristulata
Heracleum maximum,Heracleum maximum
Heracleum sphondylium,Heracleum maximum
Heracleum sphondylium ssp. montanum,Heracleum maximum
Herniaria glabra,Herniaria glabra
Herrickia glauca var. glauca,Herrickia glauca var. glauca
Herrickia horrida,Herrickia horrida
Hesperidanthus linearifolius,Hesperidanthus linearifolius
Hesperis matronalis,Hesperis matronalis
Hesperochiron pumilus,Hesperochiron pumilus
Hesperostipa comata,Hesperostipa comata
Hesperostipa neomexicana,Hesperostipa neomexicana
Hesperostipa spartea,Hesperostipa spartea
Heteranthera dubia,Heteranthera dubia
Heteranthera limosa,Heteranthera limosa
Heterocodon rariflorum,Heterocodon rariflorum
Heterocodon rariflorus,Heterocodon rariflorum
Heterosperma pinnatum,Heterosperma pinnatum
Heterospermum pinnatum,Heterosperma pinnatum
Heterotheca canescens,Heterotheca canescens
Heterotheca foliosa,Heterotheca foliosa
Heterotheca fulcrata,Heterotheca foliosa
Heterotheca latifolia,Heterotheca subaxillaris var. latifolia
Heterotheca pumila,Heterotheca pumila
Heterotheca stenophylla,Heterotheca stenophylla
Heterotheca subaxillaris ssp. latifolia,Heterotheca subaxillaris var. latifolia
Heterotheca villosa,Heterotheca villosa
Heterotheca villosa var. angustifolia,Heterotheca villosa var. angustifolia 
Heterotheca villosa var. hispida,Heterotheca villosa var. minor
Heterotheca villosa var. minor,Heterotheca villosa var. minor
Heterotheca villosa var. nana,Heterotheca villosa var. nana
Heterotheca villosa var. pedunculata,Heterotheca villosa var. pedunculata
Heterotheca villosa var. scabra,Heterotheca villosa var. scabra
Heterotheca villosa var. villosa,Heterotheca villosa var. villosa
Heterotheca zionensis,Heterotheca zionensis
Heuchera bracteata,Heuchera bracteata
Heuchera hallii,Heuchera hallii
Heuchera parvifolia,Heuchera parvifolia
Heuchera richardsonii,Heuchera richardsonii
Heuchera rubescens,Heuchera rubescens
Hibiscus trionum,Hibiscus trionum
Hieracium albiflorum,Hieracium albiflorum
Hieracium aurantiacum,Hieracium aurantiacum
